Name	Sex	Plant	carried	given	carries	Age
Oli	1	PLEHA	0	9	0	1
Oli	1	PRISCb	0	6	0	1
Oli	1	PRISCg	2	6	0.333333333	1
Oli	1	STYTA	0	15	0	1
Oli	1	TETHA	0	15	0	1
Oli	1	VACRE	0	12	0	1
Makanani	1	CHETR	0	15	0	1
Makanani	1	CLEHA	0	6	0	1
Makanani	1	COPRH	0	15	0	1
Makanani	1	ILEAN	0	15	0	1
Makanani	1	MYOSA	0	15	0	1
Makanani	1	MYRLA	0	3	0	1
Makanani	1	PIPAL	0	15	0	1
Makanani	1	PITHO	0	9	0	1
Makanani	1	PLEHA	0	9	0	1
Makanani	1	PRISCb	0	6	0	1
Makanani	1	PRISCg	0	6	0	1
Makanani	1	STYTA	0	15	0	1
Makanani	1	TETHA	0	12	0	1
Makanani	1	VACRE	0	15	0	1
Maluhia	0	CHETR	0	15	0	1
Maluhia	0	CLEHA	0	6	0	1
Maluhia	0	COPRH	1	15	0.066666667	1
Maluhia	0	ILEAN	0	15	0	1
Maluhia	0	MYOSA	0	15	0	1
Maluhia	0	MYRLA	1	3	0.333333333	1
Maluhia	0	PIPAL	0	15	0	1
Maluhia	0	PITHO	1	9	0.111111111	1
Maluhia	0	PLEHA	0	9	0	1
Maluhia	0	PRISCb	0	6	0	1
Maluhia	0	PRISCg	0	6	0	1
Maluhia	0	STYTA	1	15	0.066666667	1
Maluhia	0	TETHA	0	12	0	1
Maluhia	0	VACRE	0	15	0	1
Kikaha	0	CHETR	0	15	0	1
Kikaha	0	CLEHA	0	6	0	1
Kikaha	0	COPRH	5	15	0.333333333	1
Kikaha	0	ILEAN	0	14	0	1
Kikaha	0	MYOSA	0	15	0	1
Kikaha	0	MYRLA	0	3	0	1
Kikaha	0	PIPAL	1	15	0.066666667	1
Kikaha	0	PITHO	1	9	0.111111111	1
Kikaha	0	PLEHA	2	9	0.222222222	1
Kikaha	0	PRISCb	0	5	0	1
Kikaha	0	PRISCg	2	6	0.333333333	1
Kikaha	0	STYTA	0	14	0	1
Kikaha	0	TETHA	0	11	0	1
Kikaha	0	VACRE	0	14	0	1
Oliko	1	CHETR	0	15	0	1
Oliko	1	CLEHA	1	6	0.166666667	1
Oliko	1	COPRH	1	15	0.066666667	1
Oliko	1	ILEAN	0	15	0	1
Oliko	1	MYOSA	0	15	0	1
Oliko	1	MYRLA	0	3	0	1
Oliko	1	PIPAL	0	15	0	1
Oliko	1	PITHO	2	9	0.222222222	1
Oliko	1	PLEHA	6	9	0.666666667	1
Oliko	1	PRISCb	2	6	0.333333333	1
Oliko	1	PRISCg	2	6	0.333333333	1
Oliko	1	STYTA	0	15	0	1
Oliko	1	TETHA	3	12	0.25	1
Oliko	1	VACRE	0	15	0	1
Ehehene	0	CHETR	0	15	0	1
Ehehene	0	CLEHA	1	6	0.166666667	1
Ehehene	0	COPRH	4	15	0.266666667	1
Ehehene	0	ILEAN	1	15	0.066666667	1
Ehehene	0	MYOSA	0	15	0	1
Ehehene	0	MYRLA	0	3	0	1
Ehehene	0	PIPAL	0	15	0	1
Ehehene	0	PITHO	3	9	0.333333333	1
Ehehene	0	PLEHA	2	9	0.222222222	1
Ehehene	0	PRISCb	0	6	0	1
Ehehene	0	PRISCg	1	6	0.166666667	1
Ehehene	0	STYTA	0	15	0	1
Ehehene	0	TETHA	0	12	0	1
Ehehene	0	VACRE	1	15	0.066666667	1
Nalu	1	CHETR	0	15	0	1
Nalu	1	CLEHA	0	6	0	1
Nalu	1	COPRH	1	15	0.066666667	1
Nalu	1	ILEAN	0	15	0	1
Nalu	1	MYOSA	0	15	0	1
Nalu	1	MYRLA	0	3	0	1
Nalu	1	PIPAL	0	15	0	1
Nalu	1	PITHO	4	9	0.444444444	1
Nalu	1	PLEHA	2	9	0.222222222	1
Nalu	1	PRISCb	0	6	0	1
Nalu	1	PRISCg	1	6	0.166666667	1
Nalu	1	STYTA	0	15	0	1
Nalu	1	TETHA	0	12	0	1
Nalu	1	VACRE	0	15	0	1
Puanani	0	CHETR	0	15	0	1
Puanani	0	CLEHA	1	6	0.166666667	1
Puanani	0	COPRH	0	15	0	1
Puanani	0	ILEAN	0	15	0	1
Puanani	0	MYOSA	0	18	0	1
Puanani	0	MYRLA	0	3	0	1
Puanani	0	PIPAL	0	15	0	1
Puanani	0	PITHO	3	9	0.333333333	1
Puanani	0	PLEHA	0	12	0	1
Puanani	0	PRISCb	0	6	0	1
Puanani	0	PRISCg	1	9	0.111111111	1
Puanani	0	STYTA	1	15	0.066666667	1
Puanani	0	TETHA	0	15	0	1
Puanani	0	VACRE	0	15	0	1
Laha	1	CHETR	0	15	0	1
Laha	1	CLEHA	0	6	0	1
Laha	1	COPRH	0	15	0	1
Laha	1	ILEAN	0	15	0	1
Laha	1	MYOSA	0	18	0	1
Laha	1	MYRLA	0	3	0	1
Laha	1	PIPAL	1	15	0.066666667	1
Laha	1	PITHO	9	9	1	1
Laha	1	PLEHA	0	12	0	1
Laha	1	PRISCb	1	6	0.166666667	1
Laha	1	PRISCg	7	9	0.777777778	1
Laha	1	STYTA	0	15	0	1
Laha	1	TETHA	0	15	0	1
Laha	1	VACRE	0	15	0	1
Laakea	0	CHETR	1	15	0.066666667	1
Laakea	0	CLEHA	0	6	0	1
Laakea	0	COPRH	0	15	0	1
Laakea	0	ILEAN	0	15	0	1
Laakea	0	MYOSA	2	15	0.133333333	1
Laakea	0	MYRLA	0	3	0	1
Laakea	0	PIPAL	0	15	0	1
Laakea	0	PITHO	2	9	0.222222222	1
Laakea	0	PLEHA	1	9	0.111111111	1
Laakea	0	PRISCb	0	6	0	1
Laakea	0	PRISCg	0	6	0	1
Laakea	0	STYTA	0	15	0	1
Laakea	0	TETHA	0	12	0	1
Laakea	0	VACRE	0	15	0	1
Mikimiki	1	CHETR	0	15	0	1
Mikimiki	1	CLEHA	0	6	0	1
Mikimiki	1	COPRH	2	15	0.133333333	1
Mikimiki	1	ILEAN	1	15	0.066666667	1
Mikimiki	1	MYOSA	0	15	0	1
Mikimiki	1	MYRLA	0	3	0	1
Mikimiki	1	PIPAL	1	15	0.066666667	1
Mikimiki	1	PITHO	4	9	0.444444444	1
Mikimiki	1	PLEHA	0	9	0	1
Mikimiki	1	PRISCb	1	6	0.166666667	1
Mikimiki	1	PRISCg	0	6	0	1
Mikimiki	1	STYTA	0	15	0	1
Mikimiki	1	TETHA	0	12	0	1
Mikimiki	1	VACRE	0	15	0	1
Makamae	0	CHETR	0	15	0	1
Makamae	0	CLEHA	1	6	0.166666667	1
Makamae	0	COPRH	5	15	0.333333333	1
Makamae	0	ILEAN	0	15	0	1
Makamae	0	MYOSA	0	15	0	1
Makamae	0	MYRLA	1	3	0.333333333	1
Makamae	0	PIPAL	0	15	0	1
Makamae	0	PITHO	1	9	0.111111111	1
Makamae	0	PLEHA	3	9	0.333333333	1
Makamae	0	PRISCb	0	6	0	1
Makamae	0	PRISCg	3	6	0.5	1
Makamae	0	STYTA	0	15	0	1
Makamae	0	TETHA	0	12	0	1
Makamae	0	VACRE	0	15	0	1
Nahoa	1	CHETR	0	15	0	1
Nahoa	1	CLEHA	0	6	0	1
Nahoa	1	COPRH	1	15	0.066666667	1
Nahoa	1	ILEAN	0	15	0	1
Nahoa	1	MYOSA	0	15	0	1
Nahoa	1	MYRLA	0	3	0	1
Nahoa	1	PIPAL	0	15	0	1
Nahoa	1	PITHO	0	9	0	1
Nahoa	1	PLEHA	2	9	0.222222222	1
Nahoa	1	PRISCb	0	6	0	1
Nahoa	1	PRISCg	3	6	0.5	1
Nahoa	1	STYTA	0	15	0	1
Nahoa	1	TETHA	0	12	0	1
Nahoa	1	VACRE	0	15	0	1
Hokulele	0	CHETR	1	16	0.0625	1
Hokulele	0	CLEHA	0	3	0	1
Hokulele	0	COPRH	4	9	0.444444444	1
Hokulele	0	ILEAN	0	3	0	1
Hokulele	0	MYOSA	0	3	0	1
Hokulele	0	MYRLA	1	3	0.333333333	1
Hokulele	0	PIPAL	0	6	0	1
Hokulele	0	PITHO	1	9	0.111111111	1
Hokulele	0	STYTA	0	10	0	1
Hokulele	0	VACRE	5	7	0.714285714	1
